[front_panel]
mode=T2 - R2
output=20 dB
gain=25 dB
probe1=2 MHz
probe2=2 MHz

[measure]
selection=1
samplerate=1
begin=0
end=100
sound speed=2700
units=1

[ascan]
fft filter=0
fft middle=2
fft width=2
fft gate=5
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Depth [mm]	Amplitude	
1,227E+02	1,123E-02	
1,228E+02	1,125E-02	
1,228E+02	1,124E-02	
1,228E+02	1,122E-02	
1,228E+02	1,120E-02	
1,229E+02	1,117E-02	
1,229E+02	1,114E-02	
1,229E+02	1,112E-02	
1,230E+02	1,110E-02	
1,230E+02	1,109E-02	
1,230E+02	1,109E-02	
1,230E+02	1,110E-02	
1,231E+02	1,110E-02	
1,231E+02	1,111E-02	
1,231E+02	1,111E-02	
1,231E+02	1,110E-02	
1,232E+02	1,107E-02	
1,232E+02	1,103E-02	
1,232E+02	1,095E-02	
1,233E+02	1,085E-02	
1,233E+02	1,071E-02	
1,233E+02	1,054E-02	
1,233E+02	1,032E-02	
1,234E+02	1,007E-02	
1,234E+02	9,783E-03	
1,234E+02	9,461E-03	
1,234E+02	9,108E-03	
1,235E+02	8,730E-03	
1,235E+02	8,332E-03	
1,235E+02	7,920E-03	
1,236E+02	7,501E-03	
1,236E+02	7,082E-03	
1,236E+02	6,670E-03	
1,236E+02	6,272E-03	
1,237E+02	5,893E-03	
1,237E+02	5,539E-03	
1,237E+02	5,214E-03	
1,237E+02	4,922E-03	
1,238E+02	4,664E-03	
1,238E+02	4,443E-03	
1,238E+02	4,257E-03	
1,238E+02	4,106E-03	
1,239E+02	3,989E-03	
1,239E+02	3,901E-03	
1,239E+02	3,840E-03	
1,240E+02	3,800E-03	
1,240E+02	3,779E-03	
1,240E+02	3,770E-03	
1,240E+02	3,770E-03	
1,241E+02	3,773E-03	
1,241E+02	3,777E-03	
1,241E+02	3,777E-03	
1,241E+02	3,770E-03	
1,242E+02	3,755E-03	
1,242E+02	3,729E-03	
1,242E+02	3,691E-03	
1,243E+02	3,641E-03	
1,243E+02	3,579E-03	
1,243E+02	3,504E-03	
1,243E+02	3,419E-03	
1,244E+02	3,323E-03	
1,244E+02	3,219E-03	
1,244E+02	3,107E-03	
1,244E+02	2,988E-03	
1,245E+02	2,865E-03	
1,245E+02	2,740E-03	
1,245E+02	2,613E-03	
1,246E+02	2,488E-03	
1,246E+02	2,366E-03	
1,246E+02	2,249E-03	
1,246E+02	2,140E-03	
1,247E+02	2,040E-03	
1,247E+02	1,951E-03	
1,247E+02	1,876E-03	
1,247E+02	1,815E-03	
1,248E+02	1,771E-03	
1,248E+02	1,743E-03	
1,248E+02	1,733E-03	
1,248E+02	1,740E-03	
1,249E+02	1,764E-03	
1,249E+02	1,805E-03	
1,249E+02	1,861E-03	
1,250E+02	1,931E-03	
1,250E+02	2,012E-03	
1,250E+02	2,104E-03	
1,250E+02	2,204E-03	
1,251E+02	2,308E-03	
1,251E+02	2,416E-03	
1,251E+02	2,524E-03	
1,251E+02	2,631E-03	
1,252E+02	2,734E-03	
1,252E+02	2,831E-03	
1,252E+02	2,921E-03	
1,253E+02	3,002E-03	
1,253E+02	3,074E-03	
1,253E+02	3,135E-03	
1,253E+02	3,187E-03	
1,254E+02	3,228E-03	
1,254E+02	3,260E-03	
1,254E+02	3,283E-03	
1,254E+02	3,299E-03	
1,255E+02	3,310E-03	
1,255E+02	3,316E-03	
1,255E+02	3,318E-03	
1,256E+02	3,320E-03	
1,256E+02	3,321E-03	
1,256E+02	3,324E-03	
1,256E+02	3,328E-03	
1,257E+02	3,335E-03	
1,257E+02	3,345E-03	
1,257E+02	3,357E-03	
1,257E+02	3,371E-03	
1,258E+02	3,387E-03	
1,258E+02	3,403E-03	
1,258E+02	3,418E-03	
1,258E+02	3,431E-03	
1,259E+02	3,440E-03	
1,259E+02	3,444E-03	
1,259E+02	3,442E-03	
1,260E+02	3,432E-03	
1,260E+02	3,416E-03	
1,260E+02	3,391E-03	
1,260E+02	3,358E-03	
1,261E+02	3,317E-03	
1,261E+02	3,270E-03	
1,261E+02	3,218E-03	
1,261E+02	3,161E-03	
1,262E+02	3,103E-03	
1,262E+02	3,043E-03	
1,262E+02	2,986E-03	
1,263E+02	2,932E-03	
1,263E+02	2,882E-03	
1,263E+02	2,839E-03	
1,263E+02	2,804E-03	
1,264E+02	2,777E-03	
1,264E+02	2,759E-03	
1,264E+02	2,751E-03	
1,264E+02	2,751E-03	
1,265E+02	2,760E-03	
1,265E+02	2,777E-03	
1,265E+02	2,801E-03	
1,265E+02	2,831E-03	
1,266E+02	2,866E-03	
1,266E+02	2,904E-03	
1,266E+02	2,944E-03	
1,267E+02	2,984E-03	
1,267E+02	3,024E-03	
1,267E+02	3,062E-03	
1,267E+02	3,096E-03	
1,268E+02	3,127E-03	
1,268E+02	3,153E-03	
1,268E+02	3,173E-03	
1,268E+02	3,188E-03	
1,269E+02	3,198E-03	
1,269E+02	3,202E-03	
1,269E+02	3,200E-03	
1,270E+02	3,193E-03	
1,270E+02	3,182E-03	
1,270E+02	3,165E-03	
1,270E+02	3,145E-03	
1,271E+02	3,120E-03	
1,271E+02	3,091E-03	
1,271E+02	3,059E-03	
1,271E+02	3,024E-03	
1,272E+02	2,987E-03	
1,272E+02	2,947E-03	
1,272E+02	2,905E-03	
1,273E+02	2,862E-03	
1,273E+02	2,819E-03	
1,273E+02	2,776E-03	
1,273E+02	2,735E-03	
1,274E+02	2,696E-03	
1,274E+02	2,661E-03	
1,274E+02	2,631E-03	
1,274E+02	2,606E-03	
1,275E+02	2,587E-03	
1,275E+02	2,575E-03	
1,275E+02	2,570E-03	
1,275E+02	2,572E-03	
1,276E+02	2,581E-03	
1,276E+02	2,596E-03	
1,276E+02	2,617E-03	
1,277E+02	2,642E-03	
1,277E+02	2,670E-03	
1,277E+02	2,699E-03	
1,277E+02	2,728E-03	
1,278E+02	2,756E-03	
1,278E+02	2,781E-03	
1,278E+02	2,802E-03	
1,278E+02	2,818E-03	
1,279E+02	2,829E-03	
1,279E+02	2,834E-03	
1,279E+02	2,833E-03	
1,280E+02	2,827E-03	
1,280E+02	2,817E-03	
1,280E+02	2,803E-03	
1,280E+02	2,786E-03	
1,281E+02	2,768E-03	
1,281E+02	2,750E-03	
1,281E+02	2,733E-03	
1,281E+02	2,718E-03	
1,282E+02	2,705E-03	
1,282E+02	2,696E-03	
1,282E+02	2,690E-03	
1,283E+02	2,688E-03	
1,283E+02	2,690E-03	
1,283E+02	2,695E-03	
1,283E+02	2,704E-03	
1,284E+02	2,716E-03	
1,284E+02	2,731E-03	
1,284E+02	2,747E-03	
1,284E+02	2,765E-03	
1,285E+02	2,783E-03	
1,285E+02	2,801E-03	
1,285E+02	2,819E-03	
1,285E+02	2,836E-03	
1,286E+02	2,850E-03	
1,286E+02	2,862E-03	
1,286E+02	2,872E-03	
1,287E+02	2,877E-03	
1,287E+02	2,880E-03	
1,287E+02	2,878E-03	
1,287E+02	2,872E-03	
1,288E+02	2,862E-03	
1,288E+02	2,848E-03	
1,288E+02	2,831E-03	
1,288E+02	2,810E-03	
1,289E+02	2,787E-03	
1,289E+02	2,761E-03	
1,289E+02	2,735E-03	
1,290E+02	2,708E-03	
1,290E+02	2,682E-03	
1,290E+02	2,657E-03	
1,290E+02	2,635E-03	
1,291E+02	2,616E-03	
1,291E+02	2,602E-03	
1,291E+02	2,593E-03	
1,291E+02	2,591E-03	
1,292E+02	2,595E-03	
1,292E+02	2,605E-03	
1,292E+02	2,622E-03	
1,292E+02	2,646E-03	
1,293E+02	2,675E-03	
1,293E+02	2,708E-03	
1,293E+02	2,745E-03	
1,294E+02	2,784E-03	
1,294E+02	2,823E-03	
1,294E+02	2,861E-03	
1,294E+02	2,897E-03	
1,295E+02	2,928E-03	
1,295E+02	2,954E-03	
1,295E+02	2,973E-03	
1,295E+02	2,987E-03	
1,296E+02	2,993E-03	
1,296E+02	2,993E-03	
1,296E+02	2,986E-03	
1,297E+02	2,973E-03	
1,297E+02	2,956E-03	
1,297E+02	2,934E-03	
1,297E+02	2,910E-03	
1,298E+02	2,885E-03	
1,298E+02	2,859E-03	
1,298E+02	2,834E-03	
1,298E+02	2,811E-03	
1,299E+02	2,790E-03	
1,299E+02	2,774E-03	
1,299E+02	2,761E-03	
1,300E+02	2,752E-03	
1,300E+02	2,749E-03	
1,300E+02	2,750E-03	
1,300E+02	2,756E-03	
1,301E+02	2,767E-03	
1,301E+02	2,781E-03	
1,301E+02	2,800E-03	
1,301E+02	2,821E-03	
1,302E+02	2,845E-03	
1,302E+02	2,871E-03	
1,302E+02	2,898E-03	
1,302E+02	2,926E-03	
1,303E+02	2,954E-03	
1,303E+02	2,982E-03	
1,303E+02	3,008E-03	
1,304E+02	3,032E-03	
1,304E+02	3,053E-03	
1,304E+02	3,070E-03	
1,304E+02	3,082E-03	
1,305E+02	3,090E-03	
1,305E+02	3,091E-03	
1,305E+02	3,087E-03	
1,305E+02	3,076E-03	
1,306E+02	3,060E-03	
1,306E+02	3,038E-03	
1,306E+02	3,011E-03	
1,307E+02	2,981E-03	
1,307E+02	2,949E-03	
1,307E+02	2,915E-03	
1,307E+02	2,882E-03	
1,308E+02	2,851E-03	
1,308E+02	2,823E-03	
1,308E+02	2,799E-03	
1,308E+02	2,781E-03	
1,309E+02	2,769E-03	
1,309E+02	2,763E-03	
1,309E+02	2,764E-03	
1,309E+02	2,770E-03	
1,310E+02	2,781E-03	
1,310E+02	2,797E-03	
1,310E+02	2,815E-03	
1,311E+02	2,835E-03	
1,311E+02	2,856E-03	
1,311E+02	2,874E-03	
1,311E+02	2,891E-03	
1,312E+02	2,903E-03	
1,312E+02	2,910E-03	
1,312E+02	2,912E-03	
1,312E+02	2,908E-03	
1,313E+02	2,898E-03	
1,313E+02	2,883E-03	
1,313E+02	2,863E-03	
1,314E+02	2,840E-03	
1,314E+02	2,813E-03	
1,314E+02	2,785E-03	
1,314E+02	2,756E-03	
1,315E+02	2,728E-03	
1,315E+02	2,702E-03	
1,315E+02	2,679E-03	
1,315E+02	2,660E-03	
1,316E+02	2,646E-03	
1,316E+02	2,637E-03	
1,316E+02	2,634E-03	
1,317E+02	2,637E-03	
1,317E+02	2,646E-03	
1,317E+02	2,662E-03	
1,317E+02	2,684E-03	
1,318E+02	2,712E-03	
1,318E+02	2,746E-03	
1,318E+02	2,785E-03	
1,318E+02	2,829E-03	
1,319E+02	2,875E-03	
1,319E+02	2,925E-03	
1,319E+02	2,975E-03	
1,319E+02	3,025E-03	
1,320E+02	3,073E-03	
1,320E+02	3,118E-03	
1,320E+02	3,158E-03	
1,321E+02	3,192E-03	
1,321E+02	3,220E-03	
1,321E+02	3,240E-03	
1,321E+02	3,253E-03	
1,322E+02	3,257E-03	
1,322E+02	3,253E-03	
1,322E+02	3,243E-03	
1,322E+02	3,225E-03	
1,323E+02	3,202E-03	
1,323E+02	3,175E-03	
1,323E+02	3,144E-03	
1,324E+02	3,112E-03	
1,324E+02	3,080E-03	
1,324E+02	3,049E-03	
1,324E+02	3,020E-03	
1,325E+02	2,994E-03	
1,325E+02	2,973E-03	
1,325E+02	2,956E-03	
1,325E+02	2,944E-03	
1,326E+02	2,937E-03	
1,326E+02	2,936E-03	
1,326E+02	2,940E-03	
1,327E+02	2,947E-03	
1,327E+02	2,959E-03	
1,327E+02	2,973E-03	
1,327E+02	2,990E-03	
1,328E+02	3,008E-03	
1,328E+02	3,026E-03	
1,328E+02	3,044E-03	
1,328E+02	3,062E-03	
1,329E+02	3,079E-03	
1,329E+02	3,094E-03	
1,329E+02	3,108E-03	
1,329E+02	3,121E-03	
1,330E+02	3,133E-03	
1,330E+02	3,145E-03	
1,330E+02	3,156E-03	
1,331E+02	3,166E-03	
1,331E+02	3,177E-03	
1,331E+02	3,188E-03	
1,331E+02	3,198E-03	
1,332E+02	3,209E-03	
1,332E+02	3,219E-03	
1,332E+02	3,228E-03	
1,332E+02	3,235E-03	
1,333E+02	3,240E-03	
1,333E+02	3,243E-03	
1,333E+02	3,244E-03	
1,334E+02	3,242E-03	
1,334E+02	3,237E-03	
1,334E+02	3,229E-03	
1,334E+02	3,220E-03	
1,335E+02	3,208E-03	
1,335E+02	3,196E-03	
1,335E+02	3,183E-03	
1,335E+02	3,170E-03	
1,336E+02	3,158E-03	
1,336E+02	3,147E-03	
1,336E+02	3,138E-03	
1,337E+02	3,130E-03	
1,337E+02	3,125E-03	
1,337E+02	3,122E-03	
1,337E+02	3,121E-03	
1,338E+02	3,123E-03	
1,338E+02	3,128E-03	
1,338E+02	3,135E-03	
1,338E+02	3,144E-03	
1,339E+02	3,157E-03	
1,339E+02	3,172E-03	
1,339E+02	3,189E-03	
1,339E+02	3,210E-03	
1,340E+02	3,233E-03	
1,340E+02	3,260E-03	
1,340E+02	3,289E-03	
1,341E+02	3,322E-03	
1,341E+02	3,357E-03	
1,341E+02	3,395E-03	
1,341E+02	3,435E-03	
1,342E+02	3,478E-03	
1,342E+02	3,523E-03	
1,342E+02	3,569E-03	
1,342E+02	3,617E-03	
1,343E+02	3,666E-03	
1,343E+02	3,715E-03	
1,343E+02	3,764E-03	
1,344E+02	3,812E-03	
1,344E+02	3,860E-03	
1,344E+02	3,905E-03	
1,344E+02	3,948E-03	
1,345E+02	3,987E-03	
1,345E+02	4,021E-03	
1,345E+02	4,047E-03	
1,345E+02	4,066E-03	
1,346E+02	4,074E-03	
1,346E+02	4,069E-03	
1,346E+02	4,050E-03	
1,346E+02	4,015E-03	
1,347E+02	3,961E-03	
1,347E+02	3,889E-03	
1,347E+02	3,796E-03	
1,348E+02	3,683E-03	
1,348E+02	3,549E-03	
1,348E+02	3,395E-03	
1,348E+02	3,223E-03	
1,349E+02	3,034E-03	
1,349E+02	2,831E-03	
1,349E+02	2,616E-03	
1,349E+02	2,393E-03	
1,350E+02	2,165E-03	
